1,xyz: 1 2 1
0,./a.out
Device:,wlp2s0
=== Transmission ===
SSID,BSSID,RSSI,COUNT,antenna_index,channel,TSFT,flags,data_rate,rx_flag,timestamp,mcs,ampdu_status
Empty,8C:1E:80:9D:CD:02,-76,3,3,108,85,16,48,0,150,0,0
Empty,8C:1E:80:9D:CD:02,-76,3,3,108,21,16,48,0,86,0,0
Empty,8C:1E:80:9D:CD:02,-76,3,3,108,234,16,48,0,44,0,0
Empty,8C:1E:80:9D:CD:03,-76,3,3,108,252,16,48,0,61,0,0
Empty,8C:1E:80:9D:CD:03,-76,3,3,108,25,16,48,0,91,0,0
Empty,8C:1E:80:9D:CD:03,-76,3,3,108,242,16,48,0,51,0,0
Empty,8C:1E:80:9D:CD:03,-76,3,3,108,242,16,48,0,52,0,0
Empty,40:C7:29:FB:48:26,-88,3,3,108,136,16,2,0,201,0,0
Empty,40:C7:29:FB:48:26,-89,3,3,108,135,16,2,0,201,0,0
Empty,40:C7:29:FB:48:26,-87,3,3,108,184,16,2,0,249,0,0
Empty,3C:41:0E:FF:17:00,-83,3,3,108,80,16,48,0,145,0,0
Empty,3C:41:0E:FF:17:02,-84,3,3,108,191,16,48,0,0,0,0
Empty,3C:41:0E:FF:17:04,-84,3,3,108,81,16,48,0,146,0,0
Empty,3C:41:0E:FF:17:04,-83,3,3,108,207,16,48,0,16,0,0
Empty,3C:41:0E:FF:17:04,-84,3,3,108,218,16,48,0,27,0,0
Empty,3C:41:0E:FF:17:04,-85,3,3,108,213,16,48,0,22,0,0
Empty,3C:41:0E:FF:17:02,-84,3,3,108,68,16,48,0,133,0,0
Empty,3C:41:0E:FF:17:02,-84,3,3,108,35,16,48,0,100,0,0
Empty,3C:41:0E:FF:17:04,-83,3,3,108,2,16,48,0,68,0,0
Empty,8C:1E:80:9D:CD:02,-76,3,3,108,126,16,48,0,191,0,0
Empty,8C:1E:80:9D:CD:02,-76,3,3,108,163,16,48,0,229,0,0
Empty,8C:1E:80:9D:CD:02,-76,3,3,108,172,16,48,0,237,0,0
Empty,8C:1E:80:9D:CD:02,-76,3,3,108,172,16,48,0,237,0,0
Empty,8C:1E:80:9D:CD:03,-76,3,3,108,210,16,48,0,19,0,0
Empty,8C:1E:80:9D:CD:03,-75,3,3,108,181,16,48,0,246,0,0
Empty,8C:1E:80:9D:CD:03,-76,3,3,108,199,16,48,0,8,0,0
Empty,8C:1E:80:9D:CD:03,-76,3,3,108,139,16,48,0,205,0,0
Empty,8C:1E:80:9D:CD:02,-76,3,3,108,196,16,48,0,5,0,0
Empty,8C:1E:80:9D:CD:02,-76,3,3,108,214,16,48,0,23,0,0
Empty,8C:1E:80:9D:CD:02,-76,3,3,108,223,16,48,0,32,0,0
Empty,8C:1E:80:9D:CD:02,-76,3,3,108,88,16,48,0,153,0,0
Empty,8C:1E:80:9D:CD:03,-76,3,3,108,97,16,48,0,162,0,0
Empty,8C:1E:80:9D:CD:03,-76,3,3,108,106,16,48,0,171,0,0
Empty,8C:1E:80:9D:CD:03,-76,3,3,108,167,16,48,0,232,0,0
Empty,8C:1E:80:9D:CD:03,-76,3,3,108,20,16,48,0,85,0,0
Empty,3C:41:0E:FF:17:00,-84,3,3,108,13,16,48,0,78,0,0
Empty,8C:1E:80:9D:CD:02,-76,3,3,108,235,16,48,0,44,0,0
Empty,8C:1E:80:9D:CD:02,-76,3,3,108,112,16,48,0,177,0,0
Empty,3C:41:0E:FF:17:00,-84,3,3,108,96,16,48,0,162,0,0
Empty,3C:41:0E:FF:17:02,-83,3,3,108,229,16,48,0,39,0,0
Empty,3C:41:0E:FF:17:02,-83,3,3,108,171,16,48,0,236,0,0
Empty,3C:41:0E:FF:17:04,-85,3,3,108,14,16,48,0,80,0,0
Empty,8C:1E:80:9D:CD:03,-76,3,3,108,209,16,48,0,18,0,0
Empty,8C:1E:80:9D:CD:03,-76,3,3,108,218,16,48,0,28,0,0
Empty,8C:1E:80:9D:CD:02,-76,3,3,108,141,16,48,0,206,0,0
Empty,8C:1E:80:9D:CD:02,-76,3,3,108,107,16,48,0,172,0,0
Empty,8C:1E:80:9D:CD:02,-76,3,3,108,18,16,48,0,83,0,0
Empty,8C:1E:80:9D:CD:02,-76,3,3,108,81,16,48,0,147,0,0
Empty,3C:41:0E:FF:17:02,-85,3,3,108,65,16,48,0,130,0,0
Empty,8C:1E:80:9D:CD:03,-76,3,3,108,159,16,48,0,224,0,0
Empty,8C:1E:80:9D:CD:03,-76,3,3,108,22,16,48,0,87,0,0
Empty,40:C7:29:FB:48:26,-88,3,3,108,141,16,2,0,206,0,0
Empty,3C:41:0E:FF:17:00,-84,3,3,108,106,16,48,0,172,0,0
Empty,8C:1E:80:9D:CD:02,-76,3,3,108,115,16,48,0,180,0,0
Empty,3C:41:0E:FF:17:00,-85,3,3,108,32,16,48,0,97,0,0
Empty,8C:1E:80:9D:CD:02,-76,3,3,108,245,16,48,0,55,0,0
Empty,3C:41:0E:FF:17:02,-85,3,3,108,168,16,48,0,234,0,0
Empty,8C:1E:80:9D:CD:03,-76,3,3,108,102,16,48,0,167,0,0
Empty,8C:1E:80:9D:CD:03,-76,3,3,108,120,16,48,0,185,0,0
Empty,3C:41:0E:FF:17:04,-84,3,3,108,20,16,48,0,85,0,0
Empty,3C:41:0E:FF:17:04,-84,3,3,108,36,16,48,0,101,0,0
Empty,8C:1E:80:9D:CD:02,-76,3,3,108,184,16,48,0,249,0,0
Empty,8C:1E:80:9D:CD:02,-76,3,3,108,220,16,48,0,29,0,0
Empty,8C:1E:80:9D:CD:02,-76,3,3,108,26,16,48,0,91,0,0
Empty,3C:41:0E:FF:17:00,-84,3,3,108,109,16,48,0,174,0,0
Empty,8C:1E:80:9D:CD:03,-76,3,3,108,156,16,48,0,221,0,0
Empty,8C:1E:80:9D:CD:03,-75,3,3,108,185,16,48,0,250,0,0
Empty,18:56:80:A4:2E:DC,-80,3,3,108,202,16,2,0,11,0,0
Empty,8C:1E:80:9D:CD:02,-76,3,3,108,147,16,48,0,212,0,0
Empty,8C:1E:80:9D:CD:02,-76,3,3,108,173,16,48,0,238,0,0
Empty,8C:1E:80:9D:CD:02,-76,3,3,108,202,16,48,0,11,0,0
Empty,8C:1E:80:9D:CD:03,-76,3,3,108,120,16,48,0,186,0,0
Empty,18:56:80:A4:2E:DC,-76,3,3,108,179,16,12,0,244,0,0
Empty,8C:1E:80:9D:CD:02,-76,3,3,108,255,16,48,0,64,0,0
Empty,8C:1E:80:9D:CD:02,-75,3,3,108,82,16,48,0,147,0,0
Empty,8C:1E:80:9D:CD:02,-76,3,3,108,253,16,48,0,62,0,0
Empty,8C:1E:80:9D:CD:02,-76,3,3,108,52,16,48,0,117,0,0
Empty,8C:1E:80:9D:CD:03,-75,3,3,108,110,16,48,0,175,0,0
Empty,8C:1E:80:9D:CD:02,-76,3,3,108,126,16,48,0,191,0,0
Empty,8C:1E:80:9D:CD:02,-76,3,3,108,173,16,48,0,239,0,0
Empty,8C:1E:80:9D:CD:02,-76,3,3,108,200,16,48,0,10,0,0
Empty,8C:1E:80:9D:CD:02,-76,3,3,108,31,16,48,0,97,0,0
Empty,8C:1E:80:9D:CD:03,-76,3,3,108,238,16,48,0,47,0,0
Empty,8C:1E:80:9D:CD:03,-76,3,3,108,151,16,48,0,216,0,0
Empty,8C:1E:80:9D:CD:03,-76,3,3,108,147,16,48,0,212,0,0
Empty,8C:1E:80:9D:CD:03,-76,3,3,108,61,16,48,0,126,0,0
Empty,8C:1E:80:9D:CD:02,-76,3,3,108,149,16,48,0,214,0,0
Empty,8C:1E:80:9D:CD:02,-76,3,3,108,176,16,48,0,241,0,0
Empty,8C:1E:80:9D:CD:02,-76,3,3,108,185,16,48,0,250,0,0
Empty,8C:1E:80:9D:CD:02,-76,3,3,108,91,16,48,0,156,0,0
Empty,8C:1E:80:9D:CD:03,-76,3,3,108,100,16,48,0,165,0,0
Empty,8C:1E:80:9D:CD:03,-76,3,3,108,95,16,48,0,160,0,0
Empty,8C:1E:80:9D:CD:03,-75,3,3,108,146,16,48,0,211,0,0
Empty,8C:1E:80:9D:CD:03,-76,3,3,108,162,16,48,0,227,0,0
Empty,3C:41:0E:FF:17:02,-83,3,3,108,118,16,48,0,183,0,0
Empty,3C:41:0E:FF:17:02,-84,3,3,108,62,16,48,0,127,0,0
Empty,3C:41:0E:FF:17:02,-84,3,3,108,235,16,48,0,45,0,0
Empty,3C:41:0E:FF:17:00,-84,3,3,108,215,16,48,0,24,0,0
Empty,3C:41:0E:FF:17:00,-83,3,3,108,45,16,48,0,110,0,0
Empty,3C:41:0E:FF:17:00,-83,3,3,108,63,16,48,0,129,0,0
Empty,3C:41:0E:FF:17:00,-85,3,3,108,81,16,48,0,146,0,0
Empty,3C:41:0E:FF:17:02,-84,3,3,108,111,16,48,0,176,0,0
Empty,3C:41:0E:FF:17:04,-84,3,3,108,17,16,48,0,82,0,0
Empty,3C:41:0E:FF:17:04,-84,3,3,108,51,16,48,0,117,0,0
Empty,3C:41:0E:FF:17:04,-84,3,3,108,144,16,48,0,210,0,0
Empty,3C:41:0E:FF:17:00,-84,3,3,108,248,16,48,0,57,0,0
Empty,3C:41:0E:FF:17:02,-84,3,3,108,210,16,48,0,19,0,0
Empty,3C:41:0E:FF:17:02,-84,3,3,108,166,16,48,0,231,0,0
Empty,3C:41:0E:FF:17:04,-84,3,3,108,34,16,48,0,99,0,0
Empty,3C:41:0E:FF:17:04,-84,3,3,108,66,16,48,0,131,0,0
Empty,3C:41:0E:FF:17:00,-83,3,3,108,132,16,48,0,197,0,0
Empty,3C:41:0E:FF:17:00,-84,3,3,108,177,16,48,0,242,0,0
Empty,3C:41:0E:FF:17:00,-84,3,3,108,177,16,48,0,242,0,0
Empty,3C:41:0E:FF:17:00,-84,3,3,108,177,16,48,0,242,0,0
Empty,3C:41:0E:FF:17:02,-84,3,3,108,74,16,48,0,140,0,0
Empty,3C:41:0E:FF:17:02,-84,3,3,108,83,16,48,0,149,0,0
Empty,3C:41:0E:FF:17:02,-84,3,3,108,91,16,48,0,156,0,0
Empty,3C:41:0E:FF:17:00,-84,3,3,108,129,16,48,0,194,0,0
Empty,3C:41:0E:FF:17:00,-84,3,3,108,151,16,48,0,216,0,0
Empty,3C:41:0E:FF:17:00,-84,3,3,108,151,16,48,0,216,0,0
Empty,3C:41:0E:FF:17:02,-83,3,3,108,185,16,48,0,250,0,0
Empty,3C:41:0E:FF:17:04,-84,3,3,108,228,16,48,0,37,0,0
Empty,3C:41:0E:FF:17:00,-84,3,3,108,135,16,48,0,201,0,0
Empty,3C:41:0E:FF:17:02,-83,3,3,108,27,16,48,0,92,0,0
Empty,3C:41:0E:FF:17:04,-83,3,3,108,89,16,48,0,154,0,0
Empty,3C:41:0E:FF:17:00,-84,3,3,108,150,16,48,0,215,0,0
Empty,3C:41:0E:FF:17:01,-84,3,3,108,206,16,48,0,15,0,0
Empty,3C:41:0E:FF:17:01,-84,3,3,108,212,16,48,0,21,0,0
Empty,3C:41:0E:FF:17:00,-83,3,3,108,199,16,48,0,8,0,0
Empty,3C:41:0E:FF:17:02,-85,3,3,108,216,16,48,0,25,0,0
Empty,3C:41:0E:FF:17:02,-84,3,3,108,22,16,48,0,87,0,0
Empty,3C:41:0E:FF:17:02,-84,3,3,108,22,16,48,0,87,0,0
Empty,3C:41:0E:FF:17:04,-83,3,3,108,52,16,48,0,117,0,0
Empty,3C:41:0E:FF:17:04,-84,3,3,108,68,16,48,0,133,0,0
Empty,3C:41:0E:FF:17:02,-84,3,3,108,218,16,48,0,27,0,0
Empty,3C:41:0E:FF:17:02,-84,3,3,108,102,16,48,0,167,0,0
Empty,3C:41:0E:FF:17:02,-84,3,3,108,111,16,48,0,176,0,0
Empty,3C:41:0E:FF:17:04,-84,3,3,108,197,16,48,0,6,0,0
Empty,40:C7:29:FB:48:26,-88,3,3,108,209,16,12,0,18,0,0
Empty,40:C7:29:FB:48:26,-89,3,3,108,142,16,12,0,207,0,0
Empty,3C:41:0E:FF:17:00,-84,3,3,108,139,16,48,0,205,0,0
Empty,3C:41:0E:FF:17:00,-84,3,3,108,130,16,48,0,196,0,0
Empty,3C:41:0E:FF:17:00,-84,3,3,108,184,16,48,0,249,0,0
Empty,3C:41:0E:FF:17:02,-83,3,3,108,254,16,48,0,64,0,0
Empty,3C:41:0E:FF:17:02,-83,3,3,108,46,16,48,0,111,0,0
Empty,3C:41:0E:FF:17:02,-85,3,3,108,141,16,48,0,206,0,0
Empty,3C:41:0E:FF:17:04,-84,3,3,108,176,16,48,0,242,0,0
Empty,3C:41:0E:FF:17:04,-84,3,3,108,191,16,48,0,1,0,0
Empty,3C:41:0E:FF:17:04,-83,3,3,108,207,16,48,0,16,0,0
Empty,8C:1E:80:9D:CD:02,-76,3,3,108,48,16,48,0,114,0,0
Empty,8C:1E:80:9D:CD:02,-76,3,3,108,69,16,48,0,135,0,0
Empty,8C:1E:80:9D:CD:02,-76,3,3,108,87,16,48,0,152,0,0
Empty,8C:1E:80:9D:CD:02,-76,3,3,108,115,16,48,0,180,0,0
Empty,8C:1E:80:9D:CD:03,-76,3,3,108,227,16,48,0,36,0,0
Empty,8C:1E:80:9D:CD:03,-76,3,3,108,245,16,48,0,55,0,0
Empty,8C:1E:80:9D:CD:03,-76,3,3,108,254,16,48,0,63,0,0
Empty,8C:1E:80:9D:CD:03,-76,3,3,108,7,16,48,0,73,0,0
Empty,8C:1E:80:9D:CD:02,-76,3,3,108,56,16,48,0,122,0,0
Empty,8C:1E:80:9D:CD:02,-76,3,3,108,226,16,48,0,35,0,0
Empty,8C:1E:80:9D:CD:02,-76,3,3,108,235,16,48,0,44,0,0
Empty,8C:1E:80:9D:CD:02,-76,3,3,108,40,16,48,0,106,0,0
Empty,8C:1E:80:9D:CD:03,-76,3,3,108,116,16,48,0,181,0,0
Empty,8C:1E:80:9D:CD:03,-76,3,3,108,134,16,48,0,199,0,0
Empty,8C:1E:80:9D:CD:03,-76,3,3,108,31,16,48,0,97,0,0
Empty,8C:1E:80:9D:CD:03,-75,3,3,108,164,16,48,0,229,0,0
Empty,40:C7:29:FB:48:26,-89,3,3,108,130,16,12,0,195,0,0
Empty,3C:41:0E:FF:17:00,-84,3,3,108,87,16,48,0,152,0,0
Empty,3C:41:0E:FF:17:00,-84,3,3,108,5,16,48,0,70,0,0
Empty,3C:41:0E:FF:17:00,-84,3,3,108,178,16,48,0,243,0,0
Empty,3C:41:0E:FF:17:02,-84,3,3,108,164,16,48,0,229,0,0
Empty,3C:41:0E:FF:17:02,-84,3,3,108,227,16,48,0,37,0,0
Empty,3C:41:0E:FF:17:04,-83,3,3,108,114,16,48,0,179,0,0
Empty,3C:41:0E:FF:17:04,-84,3,3,108,71,16,48,0,137,0,0
Empty,3C:41:0E:FF:17:04,-84,3,3,108,72,16,48,0,137,0,0
Empty,3C:41:0E:FF:17:04,-85,3,3,108,32,16,48,0,97,0,0
Empty,8C:1E:80:9D:CD:02,-76,3,3,108,176,16,48,0,242,0,0
Empty,8C:1E:80:9D:CD:02,-76,3,3,108,57,16,48,0,122,0,0
Empty,8C:1E:80:9D:CD:02,-76,3,3,108,217,16,48,0,26,0,0
Empty,8C:1E:80:9D:CD:03,-76,3,3,108,84,16,48,0,149,0,0
Empty,8C:1E:80:9D:CD:03,-76,3,3,108,45,16,48,0,111,0,0
Empty,8C:1E:80:9D:CD:03,-76,3,3,108,9,16,48,0,74,0,0
Empty,8C:1E:80:9D:CD:03,-76,3,3,108,57,16,48,0,122,0,0
Empty,3C:41:0E:FF:17:04,-83,3,3,108,226,16,48,0,35,0,0
Empty,8C:1E:80:9D:CD:01,-76,3,3,108,247,16,48,0,56,0,0
Empty,8C:1E:80:9D:CD:01,-76,3,3,108,25,16,48,0,91,0,0
Empty,8C:1E:80:9D:CD:01,-76,3,3,108,182,16,48,0,247,0,0
Empty,8C:1E:80:9D:CD:01,-76,3,3,108,181,16,48,0,247,0,0
Empty,8C:1E:80:9D:CD:02,-76,3,3,108,207,16,48,0,16,0,0
Empty,8C:1E:80:9D:CD:02,-76,3,3,108,8,16,48,0,73,0,0
Empty,8C:1E:80:9D:CD:02,-76,3,3,108,154,16,48,0,220,0,0
Empty,8C:1E:80:9D:CD:02,-76,3,3,108,13,16,48,0,78,0,0
Empty,8C:1E:80:9D:CD:03,-76,3,3,108,22,16,48,0,87,0,0
Empty,8C:1E:80:9D:CD:03,-76,3,3,108,42,16,48,0,108,0,0
Empty,8C:1E:80:9D:CD:03,-76,3,3,108,42,16,48,0,108,0,0
